Unnamed: 0,category,year,month,CPS,Popularity Score
4607,Software,2002,5,5.6438555260758525,26.452190768873702
2411,Toys & Games,2002,5,3.656485386302932,15.427436193600114
5913,Video Games,2002,5,7.731535907177285,38.03340725826243
3168,Books,2002,6,8.058121589220061,39.84511154035018
5600,Digital Music,2002,6,10.126302049717964,51.31815399884812
1684,Health & Personal Care,2002,6,3.7394537400768697,15.887695568321648
6561,Magazine Subscriptions,2002,6,11.08779118066089,56.651927251902045
4817,Movies & TV,2002,6,8.25299324311166,40.92614426537544
4371,Musical Instruments,2002,6,2.21375387928743,7.424014755116625
4613,Software,2002,6,2.677590993617501,9.997108838625625
5909,Video Games,2002,6,7.426042991979258,36.33871317629944
2627,Baby,2002,7,2.8903717578961645,11.1774907199693
3169,Books,2002,7,1.916922612182061,5.777370375887855
5596,Digital Music,2002,7,9.74982050573956,49.229656973851945
6568,Magazine Subscriptions,2002,7,10.894923325764651,55.58201041902991
4811,Movies & TV,2002,7,8.784196678032153,43.87294686763749
4612,Software,2002,7,2.6979998652487085,10.110325192433791
5905,Video Games,2002,7,7.5766994145939135,37.174465938844754
232,All Beauty,2002,8,6.509774592583599,31.25579780675982
3170,Books,2002,8,6.151987736440525,29.271007857321
5602,Digital Music,2002,8,9.011224578138815,45.13236343545493
6570,Magazine Subscriptions,2002,8,11.01444293418024,56.24503454490573
4813,Movies & TV,2002,8,6.550973186446056,31.484343248341148
4608,Software,2002,8,3.97170600758932,17.176093837789516
5906,Video Games,2002,8,7.166555507504381,34.899230024953766
3448,All Electronics,2002,9,4.12834333139423,18.045025104148444
3173,Books,2002,9,4.5880240271531205,20.595061834755573
5601,Digital Music,2002,9,8.183369444447948,40.53991259292342
6566,Magazine Subscriptions,2002,9,10.037680757364637,50.82653546298209
4819,Movies & TV,2002,9,6.643040754816748,31.995079686066376
4605,Software,2002,9,3.149525746733408,12.615123834684534
5912,Video Games,2002,9,8.659152717334884,43.179276901374905
5593,Digital Music,2002,10,9.2962749193929,46.71365420310395
6569,Magazine Subscriptions,2002,10,10.879641204440848,55.49723424492288
4603,Software,2002,10,2.5277266469709283,9.16575004526518
5908,Video Games,2002,10,7.165705971801752,34.89451730313261
3449,All Electronics,2002,11,1.3545456628053103,2.657635545627115
3171,Books,2002,11,5.656865554868449,26.524362716909515
5598,Digital Music,2002,11,8.126902369278984,40.22666664398686
6564,Magazine Subscriptions,2002,11,10.35061590121784,52.56251462957746
4812,Movies & TV,2002,11,6.201573516151732,29.54608044737315
4604,Software,2002,11,3.3586377672433594,13.775153694610482
2412,Toys & Games,2002,11,8.910727408656436,44.5748645544566
5915,Video Games,2002,11,9.459907719444228,47.62139223585755
231,All Beauty,2002,12,5.182064409723787,23.890446672524924
939,Amazon Home,2002,12,5.100018855230941,23.435306442643423
3172,Books,2002,12,4.380462912697698,19.443635484703456
2798,Computers,2002,12,6.601264085543302,31.763327423870894
5599,Digital Music,2002,12,9.005629024062017,45.10132260960433
6559,Magazine Subscriptions,2002,12,10.987637429540676,56.09633345294341
4815,Movies & TV,2002,12,5.241482429795498,24.22006271914326
4606,Software,2002,12,1.5943242746240522,3.987785523629439
5907,Video Games,2002,12,9.15120058474706,45.90886756440349
3232,Books,2003,1,5.326904823399949,24.69393565598285
2796,Computers,2003,1,6.6037744335608535,31.777253350520475
5579,Digital Music,2003,1,8.922534958584887,44.64036586067595
6551,Magazine Subscriptions,2003,1,10.164152296713729,51.52812479160112
4747,Movies & TV,2003,1,9.34167779711318,46.96552252589884
4631,Software,2003,1,5.466582256352257,25.46878347480908
5898,Video Games,2003,1,9.16716404569058,45.99742340790349
229,All Beauty,2003,2,4.701389043728634,21.22394392378085
3234,Books,2003,2,3.141994780532243,12.573346486609852
5580,Digital Music,2003,2,8.611361810797423,42.91416120653734
6553,Magazine Subscriptions,2003,2,10.7257411938838,54.643487974126366
4738,Movies & TV,2003,2,10.00531169759988,50.64697105643446
4633,Software,2003,2,3.487375077903208,14.489312182906856
5899,Video Games,2003,2,8.050440272880676,39.80250013859769
230,All Beauty,2003,3,5.180659323079804,23.88265208253039
5585,Digital Music,2003,3,8.38287291627714,41.64663990547284
6550,Magazine Subscriptions,2003,3,10.284562627272212,52.19609011731873
4740,Movies & TV,2003,3,6.041801133996823,28.659757730777457
4627,Software,2003,3,4.202077262024982,18.454057358787814
5892,Video Games,2003,3,9.0179624187043,45.1697409914095
228,All Beauty,2003,4,3.4766140209469096,14.429616200996168
3237,Books,2003,4,6.241347395611813,29.76672241576058
5582,Digital Music,2003,4,9.106509241767547,45.66094641568141
6548,Magazine Subscriptions,2003,4,10.095730561878488,51.14856145859304
4632,Software,2003,4,3.3087165288679903,13.498220178217275
5902,Video Games,2003,4,8.084346608966836,39.99059244531785
2614,Baby,2003,5,2.122261538862764,6.916469341953389
5583,Digital Music,2003,5,7.848016411494871,38.67957223136212
6555,Magazine Subscriptions,2003,5,8.733392688496016,43.5911163696988
4744,Movies & TV,2003,5,6.32824923491124,30.248802442647527
4630,Software,2003,5,3.005682604407159,11.817167123075574
5901,Video Games,2003,5,8.145027453709,40.3272138966088
935,Amazon Home,2003,6,7.86662645839141,38.78280976903192
2615,Baby,2003,6,4.671893818030999,21.06032184958793
3233,Books,2003,6,11.569173464508816,59.322351562953855
5588,Digital Music,2003,6,8.90465724841485,44.54119089419736
6549,Magazine Subscriptions,2003,6,10.55500381773756,53.696337953519965
4746,Movies & TV,2003,6,5.117694366389664,23.53335972855004
4635,Software,2003,6,4.191924890560965,18.397738004125184
5897,Video Games,2003,6,8.904972829468353,44.54294155130639
5584,Digital Music,2003,7,10.053608696104456,50.914894250297166
6556,Magazine Subscriptions,2003,7,10.59827838156555,53.93639964912847
4741,Movies & TV,2003,7,6.266156360302769,29.904347884469534
4634,Software,2003,7,3.5856001046599344,15.034206559384872
5893,Video Games,2003,7,8.677252097536204,43.27968156213273
3235,Books,2003,8,2.7552518025865043,10.427925092661871
2797,Computers,2003,8,7.672339009479931,37.70501786784647
5590,Digital Music,2003,8,9.405358073881368,47.31878305276526
6558,Magazine Subscriptions,2003,8,10.718098209834755,54.60108921725812
4743,Movies & TV,2003,8,8.917263775207093,44.61112445169107
2409,Toys & Games,2003,8,9.963641475355876,50.415809299425405
5894,Video Games,2003,8,8.868131713503033,44.33856882089833
227,All Beauty,2003,9,2.2273226084934987,7.499286042735118
3801,Camera & Photo,2003,9,3.7006844995636983,15.672626742855496
5589,Digital Music,2003,9,9.016002912503644,45.1588708094949
6554,Magazine Subscriptions,2003,9,10.105821069289815,51.20453762806621
4748,Movies & TV,2003,9,7.881635442905656,38.86607074160171
4628,Software,2003,9,3.748326912757357,15.936918684412928
5900,Video Games,2003,9,8.332404593978492,41.36667149091672
5581,Digital Music,2003,10,8.765938210479503,43.771659684309085
6557,Magazine Subscriptions,2003,10,10.454719724536517,53.140021093756886
4739,Movies & TV,2003,10,5.542635153093653,25.89067998242609
4626,Software,2003,10,4.685366727982368,21.135061588630997
5896,Video Games,2003,10,8.613607307113595,42.92661789253157
3236,Books,2003,11,3.13440666824175,12.531252125817126
5586,Digital Music,2003,11,8.609599158073172,42.90438305132739
6552,Magazine Subscriptions,2003,11,10.473565562916692,53.244566663174815
4742,Movies & TV,2003,11,9.879883659575404,49.95117045623227
2410,Toys & Games,2003,11,2.807895536071926,10.71996140234961
5903,Video Games,2003,11,8.177621155377167,40.508024483625206
5587,Digital Music,2003,12,9.39655226824343,47.26993364919774
1674,Health & Personal Care,2003,12,5.380242915946709,24.989823859228395
6547,Magazine Subscriptions,2003,12,9.314366998399189,46.81401836114829
4745,Movies & TV,2003,12,5.860501282589169,27.65401334209939
4372,Musical Instruments,2003,12,2.137120653266514,6.998898923755386
4629,Software,2003,12,3.662278772316757,15.45957447407641
5895,Video Games,2003,12,9.199059481320791,46.17436042776568
212,All Beauty,2004,1,3.103464973356873,12.359605895745585
3447,All Electronics,2004,1,7.778483631779201,38.2938454782222
1845,Automotive,2004,1,2.837615405456854,10.88482966690724
3209,Books,2004,1,9.032433058060647,45.25001554332022
5507,Digital Music,2004,1,9.006144303014151,45.10418107259087
1458,Industrial & Scientific,2004,1,2.714694743820879,10.202938508513505
6539,Magazine Subscriptions,2004,1,10.786407626268446,54.98002947417858
4980,Movies & TV,2004,1,4.993319571886568,22.8434019007126
4502,Software,2004,1,4.635699391022914,20.859536567183323
5886,Video Games,2004,1,9.392120115349083,47.245346685288816
209,All Beauty,2004,2,3.922468263289685,16.902951942437515
3213,Books,2004,2,7.6411682994370205,37.53210119707503
5508,Digital Music,2004,2,8.02917222030351,39.68451755686077
1672,Health & Personal Care,2004,2,3.3304171996011083,13.618602669713692
6541,Magazine Subscriptions,2004,2,10.09681807929704,51.15459436227611
4970,Movies & TV,2004,2,7.053585727193677,34.2725404730566
4504,Software,2004,2,5.243200983989371,24.22959624177832
2401,Toys & Games,2004,2,3.8543938925915096,16.525315580295466
5887,Video Games,2004,2,7.791264521331913,38.36474629722535
214,All Beauty,2004,3,4.774068722449905,21.62712781211446
934,Amazon Home,2004,3,7.044141966370065,34.22015207128671
2632,Baby,2004,3,4.754882459216418,21.52069376687417
3208,Books,2004,3,2.01156411927675,6.302385503906324
5513,Digital Music,2004,3,9.698871305835802,48.94702093464404
6538,Magazine Subscriptions,2004,3,10.443822220024176,53.079568181474926
4972,Movies & TV,2004,3,8.787018018089565,43.888597994261495
4497,Software,2004,3,4.7808027546312495,21.66448424140538
734,Tools & Home Improvement,2004,3,4.121067632362855,18.004663827414337
5880,Video Games,2004,3,8.795847132658015,43.93757670199496
5510,Digital Music,2004,4,9.365205082537098,47.09603799578044
6536,Magazine Subscriptions,2004,4,10.749600961737894,54.77584785996245
4978,Movies & TV,2004,4,6.0205377945936895,28.54180129494357
4503,Software,2004,4,5.491310940911363,25.605963596809225
5890,Video Games,2004,4,7.960122910926006,39.30147281132279
205,All Beauty,2004,5,6.374641441407605,30.506158976587542
3446,All Electronics,2004,5,1.441019260809137,3.1373399429881363
2628,Baby,2004,5,7.605317698015492,37.33322325575028
3211,Books,2004,5,7.248361814741805,35.3530430525084
2976,Cell Phones & Accessories,2004,5,3.245517755814622,13.14763074928915
5511,Digital Music,2004,5,8.830437010846772,44.12946089618096
1671,Health & Personal Care,2004,5,8.632301542178826,43.030322456388106
6543,Magazine Subscriptions,2004,5,9.646053365242066,48.654018226912974
4976,Movies & TV,2004,5,3.7281001672672174,15.82471265875996
5889,Video Games,2004,5,7.547053270056705,37.01000665615514
211,All Beauty,2004,6,7.469012576046815,36.57708302450524
3443,All Electronics,2004,6,5.296816240421769,24.52702198639833
3210,Books,2004,6,7.610790907292412,37.36358538498306
5516,Digital Music,2004,6,9.295464761390736,46.70915992548436
3956,Home Audio & Theater,2004,6,6.230530658966007,29.706717555851093
6537,Magazine Subscriptions,2004,6,9.20796254719022,46.223749373595936
4979,Movies & TV,2004,6,5.0731404994476526,23.286201215606305
4506,Software,2004,6,3.427514689979529,14.157242140979667
5885,Video Games,2004,6,8.01345903035285,39.59735006886557
208,All Beauty,2004,7,2.3199337313286588,8.013037799272437
3445,All Electronics,2004,7,4.216193395384729,18.53236532101816
3212,Books,2004,7,7.833956736964806,38.60157746933962
5512,Digital Music,2004,7,9.092924144037625,45.58558432516985
2202,Grocery,2004,7,2.8917596831710126,11.185190108833906
6544,Magazine Subscriptions,2004,7,10.0685633354964,50.997853748258
4973,Movies & TV,2004,7,7.765537273975699,38.22202673919072
4505,Software,2004,7,5.081714875777208,23.333766786195078
5881,Video Games,2004,7,7.701957469799355,37.8693235748631
210,All Beauty,2004,8,6.478855204614819,31.084275322270628
2629,Baby,2004,8,7.182504076022019,34.987703254079555
3214,Books,2004,8,2.079441541679836,6.6789293133457175
5518,Digital Music,2004,8,8.928809343008908,44.67517243595923
1670,Health & Personal Care,2004,8,9.537923214751478,48.05417608000302
6546,Magazine Subscriptions,2004,8,10.166084482242656,51.53884341458133
4975,Movies & TV,2004,8,9.024865849806822,45.20803714576417
4370,Musical Instruments,2004,8,1.1863178690872151,1.7244072046328862
4501,Software,2004,8,3.2790297476879475,13.333535467458152
5882,Video Games,2004,8,8.031043919945818,39.69490063990208
207,All Beauty,2004,9,5.362699625477305,24.892504055535447
5517,Digital Music,2004,9,8.633699857303622,43.0380794819976
2203,Grocery,2004,9,6.11202150964709,29.04929885964647
6542,Magazine Subscriptions,2004,9,9.488195568453929,47.77831649800329
4981,Movies & TV,2004,9,7.236321344032253,35.28624963950142
4499,Software,2004,9,5.172187089403825,23.835653138995536
5888,Video Games,2004,9,7.977127547925489,39.39580448402385
213,All Beauty,2004,10,6.528031014366123,31.35707364136504
3444,All Electronics,2004,10,2.08877286910872,6.730694001113808
2631,Baby,2004,10,6.042514061783673,28.663712632646323
3217,Books,2004,10,9.020090468740095,45.18154615487605
5509,Digital Music,2004,10,8.622759685858977,42.97738987880048
2201,Grocery,2004,10,1.33500106673234,2.549213681644609
1673,Health & Personal Care,2004,10,7.914919088539109,39.0507087298333
6545,Magazine Subscriptions,2004,10,10.847229527502623,55.31743342349271
4971,Movies & TV,2004,10,5.9613918628516895,28.213694633516155
4369,Musical Instruments,2004,10,8.973541509838972,44.923320051268576
4496,Software,2004,10,5.465525285531943,25.462920025593466
1294,Sports & Outdoors,2004,10,3.688879454113936,15.607139330003228
5884,Video Games,2004,10,8.454588798645931,42.04447722145237
2630,Baby,2004,11,6.974993278247815,33.836556031226934
3215,Books,2004,11,3.632309102625542,15.293320465104827
5514,Digital Music,2004,11,9.621567182883384,48.51818336375018
6540,Magazine Subscriptions,2004,11,9.635127599798384,48.59340853969217
4974,Movies & TV,2004,11,5.025852259901116,23.02387402005083
4498,Software,2004,11,5.738183901373533,26.975468826810133
5891,Video Games,2004,11,8.53239702515851,42.47611126086512
206,All Beauty,2004,12,6.618705605123051,31.86008266283636
3216,Books,2004,12,7.172002385174764,34.92944608200107
5515,Digital Music,2004,12,9.958464491466732,50.38709045351155
6535,Magazine Subscriptions,2004,12,10.343129424445642,52.520984082551934
4977,Movies & TV,2004,12,2.9231615807191558,11.359389271203185
4500,Software,2004,12,4.852420812645534,22.06177888570119
5883,Video Games,2004,12,7.561407708843943,37.08963659600779
3355,All Electronics,2005,1,4.891664052803063,22.279477180959223
2620,Baby,2005,1,8.202345450891686,40.645180257800845
3176,Books,2005,1,6.246252103756653,29.793930836818163
5495,Digital Music,2005,1,9.09974674299036,45.623432070546585
1677,Health & Personal Care,2005,1,2.2798281058714296,7.79055550022556
6443,Magazine Subscriptions,2005,1,10.169074503183088,51.55543028301791
4854,Movies & TV,2005,1,9.915813771601602,50.15048947538397
4491,Software,2005,1,4.023564380161053,17.46377342944414
2406,Toys & Games,2005,1,1.5368672195992648,3.66904775174229
5790,Video Games,2005,1,8.346007401182682,41.44213182312141
164,All Beauty,2005,2,3.5517702401415296,14.84653847171159
3352,All Electronics,2005,2,4.629862798578463,20.827158602974137
2617,Baby,2005,2,6.028037527338822,28.583405378269838
3180,Books,2005,2,5.90092422343141,27.878255919301157
5496,Digital Music,2005,2,9.793708958192523,49.47312416061253
1679,Health & Personal Care,2005,2,2.4466854369678024,8.716181324830565
6445,Magazine Subscriptions,2005,2,9.115804392401504,45.712510415979445
4844,Movies & TV,2005,2,9.872655853004458,49.91107485855395
4346,Musical Instruments,2005,2,7.270121496853654,35.473752904245686
4493,Software,2005,2,4.436751534363128,19.755891479106538
2408,Toys & Games,2005,2,2.597118640394928,9.550695799293672
5791,Video Games,2005,2,7.461697861821532,36.53650531454165
3175,Books,2005,3,7.941028726341906,39.19554956399116
5501,Digital Music,2005,3,9.188498566969647,46.11577471870137
3980,Home Audio & Theater,2005,3,1.2311014717141886,1.972840155333944
6442,Magazine Subscriptions,2005,3,9.748093182980648,49.22007480840215
4846,Movies & TV,2005,3,9.665607830233371,48.76249483781977
4345,Musical Instruments,2005,3,3.4028626609812167,14.020487258711
3636,Pet Supplies,2005,3,6.1914929909161405,29.490159653109348
4485,Software,2005,3,5.17953383055807,23.87640851542625
1276,Sports & Outdoors,2005,3,3.691376334312523,15.620990545155545
5784,Video Games,2005,3,7.435895142456717,36.393367082423374
163,All Beauty,2005,4,1.5738107347909491,3.8739885325184114
2621,Baby,2005,4,5.012466948925225,22.949620228334023
3185,Books,2005,4,6.777504214479184,32.741003463652135
5498,Digital Music,2005,4,8.694870647716535,43.37741886220733
1678,Health & Personal Care,2005,4,1.1151415906193205,1.3295632920743874
6440,Magazine Subscriptions,2005,4,10.405507520058924,52.867020878238094
4852,Movies & TV,2005,4,9.601003130536508,48.404106159076434
4492,Software,2005,4,5.072200649754411,23.28098748516008
5794,Video Games,2005,4,8.045916752491822,39.77740632184696
159,All Beauty,2005,5,4.503414277033704,20.125696963525105
3353,All Electronics,2005,5,2.08877286910872,6.730694001113808
2616,Baby,2005,5,7.1331163697373015,34.71372945829388
3178,Books,2005,5,8.476089907337784,42.16375266072762
2974,Cell Phones & Accessories,2005,5,1.2237754316221157,1.932199616157408
5499,Digital Music,2005,5,9.27546075504926,46.598189524941766
2224,Grocery,2005,5,1.55814461804655,3.787082178841224
1676,Health & Personal Care,2005,5,1.0986122886681098,1.2378684971966154
6447,Magazine Subscriptions,2005,5,10.425989492033583,52.98064274953382
4850,Movies & TV,2005,5,9.297453410464774,46.7201917748308
4489,Software,2005,5,6.073332511064238,28.83467516896961
5793,Video Games,2005,5,7.641864444263252,37.535962997000695
166,All Beauty,2005,6,7.594255416820289,37.27185625985001
3349,All Electronics,2005,6,7.3692383360325,36.02359452879002
2625,Baby,2005,6,8.619185541166297,42.95756263712832
3177,Books,2005,6,9.513889026829077,47.92084861474747
5504,Digital Music,2005,6,8.445149241548394,41.99211213946944
1681,Health & Personal Care,2005,6,9.186713441345027,46.105871897126455
6441,Magazine Subscriptions,2005,6,9.233780981625662,46.36697478363509
4853,Movies & TV,2005,6,10.813199189549856,55.128653227728186
4495,Software,2005,6,3.864407151486483,16.580863220670285
5789,Video Games,2005,6,7.767771911777115,38.2344231885648
162,All Beauty,2005,7,2.9137084380754,11.3069488246418
3179,Books,2005,7,10.939957557905332,55.83183371409744
5500,Digital Music,2005,7,9.737102335040529,49.15910408196876
6448,Magazine Subscriptions,2005,7,10.176845015914324,51.59853649361826
4847,Movies & TV,2005,7,10.041365111880616,50.84697408359639
